date,courier_id,work_hours,deliveries,bmi,avg_hr,steps
2024-05-17,C_03,10.8,104,27.5,76.7,18759
2024-05-18,C_03,11.0,127,24.3,91.4,26141
2024-05-19,C_03,9.8,106,27.5,96.4,28528
2024-05-20,C_03,10.9,93,21.8,91.9,17103
2024-05-21,C_03,9.3,127,25.8,90.9,15365
2024-05-22,C_03,8.0,126,24.9,92.6,29010
2024-05-23,C_03,8.7,115,25.9,84.0,26767
2024-05-24,C_03,9.4,118,21.7,96.2,23092
2024-05-25,C_03,7.3,95,25.3,76.1,27742
2024-05-26,C_03,9.5,101,24.0,73.8,27391
2024-05-27,C_03,10.9,100,25.9,78.6,19172
2024-05-28,C_03,7.8,100,22.6,85.9,27517
2024-05-29,C_03,10.2,87,27.1,85.3,21033
2024-05-30,C_03,10.6,128,20.7,94.6,17378
2024-05-31,C_03,10.8,95,26.5,82.1,16205
2024-06-01,C_03,10.8,110,26.9,84.5,19988
2024-06-02,C_03,9.1,121,26.5,70.4,27031
2024-06-03,C_03,10.9,89,24.1,82.3,20669
2024-06-04,C_03,10.0,111,23.5,89.4,17735
2024-06-05,C_03,7.6,113,28.0,70.5,29362
2024-06-06,C_03,8.9,88,21.8,78.4,26539
2024-06-07,C_03,9.9,96,24.4,76.2,24867
2024-06-08,C_03,8.0,90,25.4,71.3,23490
2024-06-09,C_03,9.6,111,25.6,84.4,15956
2024-06-10,C_03,9.7,89,21.6,75.5,24306
2024-06-11,C_03,7.7,101,25.2,92.3,21623
2024-06-12,C_03,9.3,96,26.5,95.4,29908
2024-06-13,C_03,10.1,83,20.4,86.4,25697
2024-06-14,C_03,9.0,127,27.3,99.5,16474
2024-06-15,C_03,7.0,126,20.2,83.5,19460
2024-06-16,C_03,7.0,104,22.8,85.4,22002
2024-06-17,C_03,8.4,100,20.1,99.7,28986
2024-06-18,C_03,10.7,116,20.6,76.9,27638
2024-06-19,C_03,7.9,117,27.3,98.3,26918
2024-06-20,C_03,9.5,128,22.8,71.3,26663
2024-06-21,C_03,7.9,80,23.4,83.4,21396
2024-06-22,C_03,8.3,104,21.7,72.1,17828
2024-06-23,C_03,10.4,115,24.8,91.9,29192
2024-06-24,C_03,9.9,96,24.8,88.3,17850
2024-06-25,C_03,7.4,120,23.0,91.2,28299
2024-06-26,C_03,8.7,103,22.7,81.2,25698
2024-06-27,C_03,7.1,81,27.1,81.1,26962
2024-06-28,C_03,8.9,119,23.1,71.4,17964
2024-01-01,C_04,7.9,93,24.6,88.5,20731
2024-01-02,C_04,10.5,118,22.8,76.2,22686
2024-01-03,C_04,10.7,110,26.5,87.6,29802
2024-01-04,C_04,8.7,93,23.7,73.4,25544
2024-01-05,C_04,7.2,85,20.6,80.0,16167
2024-01-06,C_04,7.2,91,21.3,93.4,23302
2024-01-07,C_04,9.3,95,20.5,83.1,20109
2024-01-08,C_04,8.6,96,24.0,88.8,19327
2024-01-09,C_04,7.1,124,20.9,89.4,20810
2024-01-10,C_04,9.3,102,20.9,95.3,18655
2024-01-11,C_04,7.0,93,27.5,79.7,18793
2024-01-12,C_04,10.1,86,27.0,90.6,24947
2024-01-13,C_04,8.2,125,23.6,98.8,21738
2024-01-14,C_04,7.2,111,27.9,91.9,16577
2024-01-15,C_04,9.4,94,20.0,84.7,24488
2024-01-16,C_04,8.6,123,24.9,88.9,26966
2024-01-17,C_04,10.9,96,24.9,92.2,17220
2024-01-18,C_04,9.2,120,23.7,88.4,24164
2024-01-19,C_04,8.1,126,23.2,70.5,16030
2024-01-20,C_04,9.8,123,23.6,75.8,25785
2024-01-21,C_04,8.1,113,23.3,94.3,21691
2024-01-22,C_04,10.6,84,25.8,78.2,18992
2024-01-23,C_04,8.5,124,21.1,91.9,27805
2024-01-24,C_04,9.2,106,21.6,81.2,15913
2024-01-25,C_04,7.2,102,21.4,85.7,21358
2024-01-26,C_04,8.7,119,22.1,72.0,17181
2024-01-27,C_04,10.3,93,24.2,75.4,29620
2024-01-28,C_04,10.2,94,20.9,98.7,18197
2024-01-29,C_04,7.9,122,26.9,96.7,21040
2024-01-30,C_04,7.9,112,22.4,89.6,16462
2024-01-31,C_04,10.3,110,21.3,83.8,29160
2024-02-01,C_04,10.7,114,25.4,90.3,25570
2024-02-02,C_04,7.4,96,20.3,88.6,26646
2024-02-03,C_04,8.8,107,25.0,87.1,22037
2024-02-04,C_04,8.3,98,25.6,71.8,26745
2024-02-05,C_04,10.5,125,21.7,89.0,24499
2024-02-06,C_04,7.3,102,20.3,93.1,19994
2024-02-07,C_04,7.8,111,22.9,99.8,28386
2024-02-08,C_04,10.0,119,20.8,70.3,24381
2024-02-09,C_04,7.2,92,20.9,91.9,20308
2024-02-10,C_04,9.0,99,22.0,87.2,21221
2024-02-11,C_04,8.8,114,22.4,83.0,22090
2024-02-12,C_04,8.3,84,24.2,73.8,22769
2024-02-13,C_04,8.6,88,25.4,82.3,15687
2024-02-14,C_04,9.1,108,24.7,80.6,29356
2024-02-15,C_04,7.6,85,21.2,79.1,19661
2024-02-16,C_04,9.3,104,21.4,91.9,24399
2024-02-17,C_04,10.2,110,27.0,91.0,16894
2024-02-18,C_04,10.0,101,24.5,87.7,22389
2024-02-19,C_04,7.6,81,27.0,98.2,19922
2024-02-20,C_04,7.6,124,23.0,80.5,28639
2024-02-21,C_04,8.1,84,24.9,77.3,21322
2024-02-22,C_04,8.4,106,24.2,89.7,25003
2024-02-23,C_04,8.6,104,22.6,76.0,18183
2024-02-24,C_04,9.7,87,23.8,79.5,18797
2024-02-25,C_04,7.2,80,24.0,76.7,20178
2024-02-26,C_04,7.1,99,21.6,72.1,28638
2024-02-27,C_04,8.6,123,22.5,94.8,24836
2024-02-28,C_04,9.8,102,26.3,77.6,18968
2024-02-29,C_04,7.8,111,27.3,84.2,17716
2024-03-01,C_04,9.6,90,22.9,71.3,15190
2024-03-02,C_04,8.0,118,22.5,91.0,28511
2024-03-03,C_04,10.5,126,21.6,79.9,16335
2024-03-04,C_04,10.6,103,25.4,92.3,23181
2024-03-05,C_04,8.2,90,22.6,82.4,27995
2024-03-06,C_04,7.9,108,27.9,75.9,26298
2024-03-07,C_04,8.6,105,22.6,85.4,15378
2024-03-08,C_04,8.0,95,23.2,73.9,27674
2024-03-09,C_04,9.7,114,24.8,83.2,18829
2024-03-10,C_04,10.3,99,26.4,79.5,21380
2024-03-11,C_04,9.7,125,23.8,97.4,15615
2024-03-12,C_04,10.3,82,23.4,71.8,28830
2024-03-13,C_04,8.6,80,28.0,90.8,17330
2024-03-14,C_04,7.6,126,20.1,75.5,29336
2024-03-15,C_04,10.0,80,27.2,79.6,16754
2024-03-16,C_04,8.4,96,21.2,82.5,15463
2024-03-17,C_04,9.7,81,26.3,97.2,24158
2024-03-18,C_04,8.1,108,24.9,77.3,19267
2024-03-19,C_04,7.3,99,22.7,72.7,18158
2024-03-20,C_04,11.0,85,27.0,79.6,18624
2024-03-21,C_04,7.6,87,20.1,73.1,28434
2024-03-22,C_04,11.0,108,21.8,73.9,19938
2024-03-23,C_04,10.9,127,24.5,87.2,20417
2024-03-24,C_04,10.2,112,22.8,71.8,21004
2024-03-25,C_04,9.6,82,24.9,70.9,23881
2024-03-26,C_04,9.3,114,20.2,91.4,25814
2024-03-27,C_04,10.5,84,20.9,80.8,20603
2024-03-28,C_04,8.2,106,21.0,73.8,17212
2024-03-29,C_04,8.9,123,21.5,77.6,21120
2024-03-30,C_04,9.5,91,23.7,89.3,20818
2024-03-31,C_04,8.6,99,26.0,78.3,15382
2024-04-01,C_04,8.7,124,27.2,84.8,17256
2024-04-02,C_04,8.3,99,26.7,73.7,27002
2024-04-03,C_04,9.3,88,21.6,87.6,26695
2024-04-04,C_04,10.4,118,23.5,79.5,16412
2024-04-05,C_04,7.8,83,21.6,88.8,24775
2024-04-06,C_04,10.7,98,22.1,94.3,29559
2024-04-07,C_04,9.8,117,24.0,88.3,21146
2024-04-08,C_04,10.3,106,20.5,78.9,15371
2024-04-09,C_04,9.2,124,21.7,77.7,20806
2024-04-10,C_04,10.1,122,27.5,79.8,20565
2024-04-11,C_04,7.1,92,23.7,74.9,23802
2024-04-12,C_04,10.3,92,23.6,75.4,23307
2024-04-13,C_04,7.2,101,20.1,93.7,22437
2024-04-14,C_04,10.6,107,22.0,81.5,15446
2024-04-15,C_04,11.0,126,26.9,83.1,16391
2024-04-16,C_04,8.2,124,21.3,87.8,26516
2024-04-17,C_04,7.8,101,23.3,87.7,16340
2024-04-18,C_04,10.1,122,20.1,72.0,27702
2024-04-19,C_04,8.0,98,23.8,94.9,29096
2024-04-20,C_04,10.5,87,20.2,75.3,17939
2024-04-21,C_04,7.4,87,26.6,91.7,28335
2024-04-22,C_04,7.5,121,26.6,93.2,26891
2024-04-23,C_04,10.9,105,26.3,91.4,29998
2024-04-24,C_04,9.7,127,22.3,87.4,20969
2024-04-25,C_04,10.4,105,26.7,70.4,24265
2024-04-26,C_04,8.3,102,24.3,80.8,19813
2024-04-27,C_04,9.7,122,23.0,88.1,18569
2024-04-28,C_04,9.4,92,25.0,81.6,20454
2024-04-29,C_04,9.4,107,20.1,95.9,18150
2024-04-30,C_04,9.7,88,21.1,79.3,24797
2024-05-01,C_04,9.3,99,25.9,78.8,21414
2024-05-02,C_04,8.7,98,22.0,78.0,19657
2024-05-03,C_04,8.1,127,24.8,80.0,21947
2024-05-04,C_04,10.1,118,23.1,86.7,25486
2024-05-05,C_04,7.9,91,26.8,91.2,22943
2024-05-06,C_04,9.8,94,27.6,89.9,18662
2024-05-07,C_04,7.9,110,27.1,94.2,19482
2024-05-08,C_04,9.5,93,22.2,96.6,19797
2024-05-09,C_04,10.0,90,21.6,94.5,29894
2024-05-10,C_04,7.9,105,23.8,70.6,20068
2024-05-11,C_04,7.2,121,20.1,92.1,20480
2024-05-12,C_04,7.5,106,20.2,76.3,23033
2024-05-13,C_04,9.4,90,24.4,74.0,15983
2024-05-14,C_04,10.4,117,24.2,89.2,20607
2024-05-15,C_04,7.2,113,28.0,79.6,23543
2024-05-16,C_04,9.9,122,21.6,71.7,24916
2024-05-17,C_04,8.4,98,22.1,74.1,25143
2024-05-18,C_04,8.9,85,20.9,70.0,24471
2024-05-19,C_04,10.7,125,27.3,97.1,16907
2024-05-20,C_04,8.3,117,26.2,70.7,28040
2024-05-21,C_04,8.9,128,26.6,76.3,21924
2024-05-22,C_04,7.1,121,27.2,82.5,24216
2024-05-23,C_04,7.3,107,24.2,80.7,23737
2024-05-24,C_04,8.0,80,23.6,97.4,28757
2024-05-25,C_04,7.1,114,22.6,71.2,19174
2024-05-26,C_04,9.5,119,24.7,85.4,28547
2024-05-27,C_04,8.7,87,23.6,90.4,25573
2024-05-28,C_04,9.2,126,23.6,98.0,24080
2024-05-29,C_04,7.7,86,27.5,88.6,22265
2024-05-30,C_04,8.2,90,27.9,94.1,24297
2024-05-31,C_04,9.7,118,26.4,72.5,25741
2024-06-01,C_04,10.9,83,26.1,81.6,16990
2024-06-02,C_04,7.2,104,25.4,81.2,20596
2024-06-03,C_04,10.6,91,21.3,96.6,18998
2024-06-04,C_04,9.3,105,20.5,74.5,18775
2024-06-05,C_04,9.3,117,25.5,74.6,26004
2024-06-06,C_04,9.0,125,25.8,79.9,24112
2024-06-07,C_04,7.3,91,20.4,71.6,19645
2024-06-08,C_04,7.4,122,27.4,75.5,17061
2024-06-09,C_04,9.4,116,20.7,99.0,19487
2024-06-10,C_04,8.4,125,22.3,82.8,29645
2024-06-11,C_04,10.7,103,25.4,89.0,29721
2024-06-12,C_04,8.6,95,21.4,91.8,28668
2024-06-13,C_04,7.6,92,20.4,81.0,28261
2024-06-14,C_04,9.9,104,22.6,74.4,26831
2024-06-15,C_04,8.2,83,26.1,76.2,26357
2024-06-16,C_04,9.1,90,23.3,79.4,19435
2024-06-17,C_04,9.8,111,25.2,89.1,17644
2024-06-18,C_04,10.6,128,24.6,81.9,28044
2024-06-19,C_04,10.2,86,20.2,70.2,16045
2024-06-20,C_04,9.7,125,27.9,85.7,29626
2024-06-21,C_04,9.7,90,20.3,97.6,26748
2024-06-22,C_04,10.8,107,27.7,94.4,22951
2024-06-23,C_04,8.2,120,24.4,94.8,21449
2024-06-24,C_04,7.0,102,27.7,93.9,17681
2024-06-25,C_04,8.1,124,20.9,79.7,18199
2024-06-26,C_04,7.9,102,23.9,93.0,21768
2024-06-27,C_04,9.6,129,21.4,74.3,24130
2024-06-28,C_04,9.5,107,20.4,89.7,22440
2024-01-01,C_05,10.0,118,25.0,73.9,24137
2024-01-02,C_05,9.8,113,20.6,89.3,15600
2024-01-03,C_05,10.5,85,20.9,75.9,25892
2024-01-04,C_05,11.0,129,20.4,72.9,28012
2024-01-05,C_05,8.7,117,22.1,75.0,21376
2024-01-06,C_05,7.4,124,21.1,97.7,24609
2024-01-07,C_05,7.1,113,22.1,94.6,16524
2024-01-08,C_05,9.9,123,23.1,80.6,18766
2024-01-09,C_05,10.5,94,27.5,89.7,15250
2024-01-10,C_05,7.9,93,24.9,86.1,24736
2024-01-11,C_05,7.6,85,26.7,90.3,15078
2024-01-12,C_05,7.2,129,25.7,90.5,18123
2024-01-13,C_05,10.3,116,20.9,88.9,24089
2024-01-14,C_05,8.2,129,25.9,78.0,22064
2024-01-15,C_05,8.6,111,22.2,71.2,28068
2024-01-16,C_05,9.0,82,25.1,83.7,23417
2024-01-17,C_05,10.4,82,22.7,96.7,28362
2024-01-18,C_05,9.6,101,28.0,87.1,16209
2024-01-19,C_05,9.5,101,22.1,95.0,20153
2024-01-20,C_05,7.7,89,22.2,99.7,19898
2024-01-21,C_05,9.1,82,27.4,74.9,28029
2024-01-22,C_05,9.9,91,20.2,90.8,17178
2024-01-23,C_05,10.9,108,25.6,90.2,25871
2024-01-24,C_05,7.8,127,25.8,99.4,22610
2024-01-25,C_05,7.0,96,26.7,99.6,26077
2024-01-26,C_05,7.3,86,27.8,90.6,25998
2024-01-27,C_05,8.5,92,27.8,77.3,23895
2024-01-28,C_05,10.3,81,20.5,94.0,17544
2024-01-29,C_05,7.0,83,26.6,73.2,20522
2024-01-30,C_05,8.8,89,25.2,93.4,17370
2024-01-31,C_05,8.3,118,25.2,97.3,18281
2024-02-01,C_05,7.2,103,21.0,81.5,19710
2024-02-02,C_05,8.8,96,25.2,88.9,15328
2024-02-03,C_05,8.0,85,27.9,82.9,28683
2024-02-04,C_05,8.4,98,27.3,83.1,20579
2024-02-05,C_05,9.8,84,23.5,79.3,19228
2024-02-06,C_05,9.1,111,20.3,92.9,28122
2024-02-07,C_05,7.5,89,22.9,98.1,21794
2024-02-08,C_05,10.8,88,26.6,98.2,15120
2024-02-09,C_05,9.5,106,25.6,75.2,21749
2024-02-10,C_05,10.1,92,23.7,96.2,28763
2024-02-11,C_05,7.3,98,20.4,92.1,15964
2024-02-12,C_05,7.2,100,23.4,77.6,19224
2024-02-13,C_05,7.1,103,23.8,72.0,18675
2024-02-14,C_05,7.8,117,27.4,78.0,20694
2024-02-15,C_05,8.7,83,25.1,97.4,17076
2024-02-16,C_05,10.7,103,22.5,89.0,21865
2024-02-17,C_05,8.8,114,24.2,91.6,20643
2024-02-18,C_05,8.2,82,20.5,77.7,23524
2024-02-19,C_05,9.2,83,27.8,91.6,26560
2024-02-20,C_05,7.4,116,22.9,70.8,20249
2024-02-21,C_05,9.4,119,23.8,81.3,16316
2024-02-22,C_05,9.3,127,22.8,88.8,16196
2024-02-23,C_05,10.2,114,25.5,74.4,18170
2024-02-24,C_05,10.9,110,25.3,94.7,24621
2024-02-25,C_05,8.0,123,25.7,77.1,15355
2024-02-26,C_05,9.0,104,22.1,89.6,27426
2024-02-27,C_05,10.6,119,22.5,82.2,24718
2024-02-28,C_05,10.1,92,21.0,87.9,27089
2024-02-29,C_05,8.9,83,25.2,73.2,28485
2024-03-01,C_05,10.8,125,20.3,70.5,15028
2024-03-02,C_05,7.2,93,24.8,97.3,28218
2024-03-03,C_05,10.7,92,27.0,78.1,29831
2024-03-04,C_05,7.2,106,27.1,94.6,16013
2024-03-05,C_05,9.2,85,23.6,100.0,25894
2024-03-06,C_05,10.6,96,23.7,76.3,24019
2024-03-07,C_05,8.1,115,20.6,78.0,27638
2024-03-08,C_05,8.9,119,25.4,89.9,29889
2024-03-09,C_05,8.3,128,26.6,99.0,17024
2024-03-10,C_05,10.8,114,22.0,97.5,23490
2024-03-11,C_05,10.3,96,23.4,85.1,20839
2024-03-12,C_05,9.8,120,26.7,93.9,25057
2024-03-13,C_05,9.4,81,27.0,74.1,27208
2024-03-14,C_05,10.3,92,21.9,99.3,28503
2024-03-15,C_05,8.6,81,24.4,98.9,20791
2024-03-16,C_05,8.8,107,21.5,74.9,25303
2024-03-17,C_05,9.9,122,20.8,79.0,15754
2024-03-18,C_05,8.4,105,27.3,73.0,23961
2024-03-19,C_05,7.3,101,26.6,78.2,18735
2024-03-20,C_05,7.3,126,26.1,94.5,16238
2024-03-21,C_05,7.5,122,20.4,81.3,28121
2024-03-22,C_05,10.5,82,26.7,72.7,25405
2024-03-23,C_05,8.9,114,23.5,80.3,16906
2024-03-24,C_05,9.9,91,22.7,99.4,22399
2024-03-25,C_05,8.6,103,24.4,88.9,22961
2024-03-26,C_05,8.0,84,20.7,82.5,24756
2024-03-27,C_05,8.4,99,26.1,75.0,24410
2024-03-28,C_05,10.2,118,24.7,99.6,19601
2024-03-29,C_05,9.5,118,21.5,94.6,24549
2024-03-30,C_05,10.8,92,21.5,78.4,27031
2024-03-31,C_05,9.7,120,21.5,72.1,16460
2024-04-01,C_05,9.3,124,20.5,71.7,22669
2024-04-02,C_05,9.4,91,24.7,73.6,27177
2024-04-03,C_05,10.8,92,26.7,87.4,16416
2024-04-04,C_05,10.2,89,20.1,97.9,26045
2024-04-05,C_05,7.1,112,20.4,84.9,22766
2024-04-06,C_05,9.1,119,24.6,95.3,28460
2024-04-07,C_05,9.8,95,26.6,83.4,28048
2024-04-08,C_05,10.0,124,22.6,91.3,28120
2024-04-09,C_05,7.9,114,22.8,92.0,16428
2024-04-10,C_05,10.5,82,24.8,75.2,19378
2024-04-11,C_05,10.8,84,22.2,80.8,22529
2024-04-12,C_05,7.9,105,20.2,89.1,19474
2024-04-13,C_05,10.5,90,25.9,72.1,27485
2024-04-14,C_05,7.4,86,25.0,80.8,26254
2024-04-15,C_05,7.2,89,24.6,86.0,18071
2024-04-16,C_05,7.5,121,25.9,99.9,15555
2024-04-17,C_05,7.2,113,25.4,84.2,23547
2024-04-18,C_05,10.4,82,21.6,94.5,16563
2024-04-19,C_05,7.2,87,22.8,83.0,26692
2024-04-20,C_05,8.1,110,21.0,93.9,16040
2024-04-21,C_05,7.4,90,21.0,87.9,17686
2024-04-22,C_05,8.2,124,25.4,96.6,27666
2024-04-23,C_05,7.4,86,26.9,82.3,27967
2024-04-24,C_05,9.7,124,27.7,88.1,17553
2024-04-25,C_05,7.5,81,25.0,88.9,16779
2024-04-26,C_05,10.4,85,21.5,82.5,28186
2024-04-27,C_05,10.3,120,20.8,74.3,15075
2024-04-28,C_05,7.1,111,26.5,72.8,19326
2024-04-29,C_05,10.6,99,24.6,70.5,20835
2024-04-30,C_05,7.1,113,24.9,96.2,20057
2024-05-01,C_05,8.0,129,26.3,77.1,26511
2024-05-02,C_05,7.1,95,25.6,76.3,17349
2024-05-03,C_05,8.3,104,26.7,92.1,17773
2024-05-04,C_05,9.1,91,20.4,79.6,17262
2024-05-05,C_05,10.2,86,26.0,85.2,18229
2024-05-06,C_05,8.4,118,26.8,74.9,25308
2024-05-07,C_05,9.8,96,22.3,98.8,15392
2024-05-08,C_05,7.8,124,25.1,95.5,16108
2024-05-09,C_05,10.0,90,22.5,95.9,19362
2024-05-10,C_05,7.9,85,27.7,82.2,20188
2024-05-11,C_05,7.6,102,20.3,92.9,23802
2024-05-12,C_05,7.7,106,24.6,74.3,28658
2024-05-13,C_05,7.7,125,21.3,70.3,28296
2024-05-14,C_05,9.1,85,25.7,70.6,20057
2024-05-15,C_05,10.4,117,21.4,87.6,25967
2024-05-16,C_05,7.3,81,21.9,83.7,18998
2024-05-17,C_05,9.8,101,24.0,85.5,23864
2024-05-18,C_05,9.6,99,27.3,70.2,21566
2024-05-19,C_05,10.5,104,21.7,82.7,18677
2024-05-20,C_05,8.0,94,21.2,91.5,20796
2024-05-21,C_05,8.8,128,26.1,83.3,29450
2024-05-22,C_05,10.7,108,24.0,92.0,21363
2024-05-23,C_05,9.6,87,27.3,77.0,23123
2024-05-24,C_05,8.6,116,21.2,94.4,23222
2024-05-25,C_05,7.5,128,25.2,87.7,22690
2024-05-26,C_05,8.0,112,21.9,76.3,28654
2024-05-27,C_05,9.3,101,21.3,77.1,16400
2024-05-28,C_05,9.9,129,25.5,88.8,28441
2024-05-29,C_05,7.5,126,24.7,94.9,19071
2024-05-30,C_05,9.4,84,26.0,82.5,23808
2024-05-31,C_05,9.2,118,22.5,77.7,27826
2024-06-01,C_05,9.1,97,23.6,96.0,17786
2024-06-02,C_05,9.8,117,23.2,90.1,22169
2024-06-03,C_05,10.3,116,27.9,83.4,15870
2024-06-04,C_05,8.3,109,22.3,84.6,19196
2024-06-05,C_05,10.6,110,22.4,76.1,26796
2024-06-06,C_05,7.6,89,22.8,88.8,24604
2024-06-07,C_05,7.7,94,24.5,80.8,17739
2024-06-08,C_05,8.1,121,22.0,99.9,15940
2024-06-09,C_05,7.5,127,27.3,84.4,15340
2024-06-10,C_05,7.9,123,22.1,84.6,26100
2024-06-11,C_05,7.4,97,27.2,87.0,28331
2024-06-12,C_05,10.3,102,20.8,97.5,22422
2024-06-13,C_05,7.6,112,25.3,94.0,19133
2024-06-14,C_05,10.0,95,27.3,83.5,15659
2024-06-15,C_05,7.2,117,21.3,91.6,25225
2024-06-16,C_05,10.8,114,27.7,87.6,24752
2024-06-17,C_05,9.8,113,23.6,84.8,18457
2024-06-18,C_05,7.0,107,27.6,75.8,24848
2024-06-19,C_05,10.1,81,25.4,83.9,17975
2024-06-20,C_05,9.1,109,22.4,77.4,24241
2024-06-21,C_05,10.1,92,21.5,97.4,15453
2024-06-22,C_05,9.1,120,22.4,80.1,24896
2024-06-23,C_05,9.6,95,20.7,98.6,23184
2024-06-24,C_05,10.1,84,21.2,86.0,20442
2024-06-25,C_05,8.6,107,20.8,88.9,25976
2024-06-26,C_05,7.0,118,23.4,86.3,15818
2024-06-27,C_05,10.4,124,26.4,73.9,19868
2024-06-28,C_05,8.5,99,21.1,81.3,15012
2024-01-01,C_06,8.3,116,22.9,70.6,18574
2024-01-02,C_06,9.1,96,23.1,71.1,20827
2024-01-03,C_06,10.9,105,20.8,97.1,28096
2024-01-04,C_06,9.8,101,25.4,72.2,22986
2024-01-05,C_06,9.7,87,22.3,96.8,23462
2024-01-06,C_06,8.0,112,24.7,76.8,24735
2024-01-07,C_06,10.0,81,24.7,92.2,23741
2024-01-08,C_06,10.0,109,25.8,79.3,28425
2024-01-09,C_06,8.3,126,26.0,95.8,27855
2024-01-10,C_06,8.9,99,24.1,91.0,27206
2024-01-11,C_06,8.2,97,22.6,82.1,27646
2024-01-12,C_06,8.0,122,26.7,72.3,20769
2024-01-13,C_06,7.1,89,22.5,92.0,20733
2024-01-14,C_06,8.1,103,24.1,88.5,28645
2024-01-15,C_06,9.2,83,23.2,70.1,24904
2024-01-16,C_06,7.0,116,26.8,70.3,18240
2024-01-17,C_06,8.1,83,23.5,94.3,24554
2024-01-18,C_06,10.5,92,23.1,77.8,19893
2024-01-19,C_06,9.4,104,25.5,89.1,24476
2024-01-20,C_06,9.4,92,24.8,83.6,15886
2024-01-21,C_06,8.6,97,20.9,95.9,20854
2024-01-22,C_06,9.7,103,24.1,97.5,20318
2024-01-23,C_06,7.8,81,25.9,99.9,17258
2024-01-24,C_06,10.3,127,27.9,74.6,19382
2024-01-25,C_06,7.5,112,25.0,95.9,29003
2024-01-26,C_06,9.6,98,23.0,78.0,16785
2024-01-27,C_06,8.4,88,21.8,87.7,28030
2024-01-28,C_06,10.0,107,27.0,85.2,26735
2024-01-29,C_06,9.2,114,26.5,70.5,28793
2024-01-30,C_06,8.8,118,21.9,98.0,29328
2024-01-31,C_06,7.7,89,21.6,72.3,28334
2024-02-01,C_06,9.5,80,25.7,90.6,22727
2024-02-02,C_06,10.9,121,22.5,93.6,15295
2024-02-03,C_06,10.3,100,22.5,93.9,25245
2024-02-04,C_06,7.2,88,21.2,74.1,17597
2024-02-05,C_06,8.5,126,22.1,83.4,15680
2024-02-06,C_06,10.7,94,23.4,94.9,29179
2024-02-07,C_06,9.0,114,25.9,79.1,19890
2024-02-08,C_06,9.6,84,22.7,84.0,19298
2024-02-09,C_06,10.7,120,22.6,78.2,15324
2024-02-10,C_06,10.5,101,22.3,83.9,22952
2024-02-11,C_06,9.0,120,23.8,96.6,25483
2024-02-12,C_06,8.8,102,21.4,83.7,27614
2024-02-13,C_06,8.4,86,23.9,86.7,15986
2024-02-14,C_06,9.9,102,25.6,82.1,18118
2024-02-15,C_06,8.1,123,20.2,83.8,15760
2024-02-16,C_06,8.0,104,20.1,70.5,22758
2024-02-17,C_06,8.4,106,20.6,78.5,26885
2024-02-18,C_06,7.7,120,24.3,83.1,24228
2024-02-19,C_06,9.8,85,26.8,89.0,15906
2024-02-20,C_06,9.5,113,20.0,83.5,20499
2024-02-21,C_06,8.9,88,27.5,80.1,15364
2024-02-22,C_06,8.6,128,20.9,81.6,22769
2024-02-23,C_06,10.6,112,26.7,77.3,18413
2024-02-24,C_06,7.1,85,23.9,97.7,23027
2024-02-25,C_06,10.1,116,25.3,85.7,28532
2024-02-26,C_06,10.6,110,24.1,70.4,29408
2024-02-27,C_06,8.8,113,23.8,70.6,22939
2024-02-28,C_06,9.2,120,26.7,99.2,28936
2024-02-29,C_06,10.8,108,26.0,76.6,24261
2024-03-01,C_06,7.8,93,23.9,94.2,27561
2024-03-02,C_06,9.1,115,20.9,71.7,25447
2024-03-03,C_06,8.9,115,20.9,97.6,29240
2024-03-04,C_06,8.0,94,26.4,96.2,29172
2024-03-05,C_06,10.3,87,24.2,87.1,26878
2024-03-06,C_06,10.6,105,23.9,70.3,27411
2024-03-07,C_06,10.1,115,25.4,77.7,18081
2024-03-08,C_06,7.8,127,26.9,82.2,20448
2024-03-09,C_06,7.3,100,25.0,83.8,18258
2024-03-10,C_06,9.4,107,26.1,78.9,29878
2024-03-11,C_06,7.2,83,26.1,71.0,28979
2024-03-12,C_06,9.7,95,22.9,87.7,17107
2024-03-13,C_06,9.1,101,22.2,85.7,22928
2024-03-14,C_06,9.7,91,26.4,78.5,17933
2024-03-15,C_06,9.4,95,23.0,71.1,17829
2024-03-16,C_06,8.7,119,27.2,99.8,23633
2024-03-17,C_06,7.8,117,20.6,84.5,28528
2024-03-18,C_06,8.2,121,20.5,92.7,20006
2024-03-19,C_06,9.1,116,27.4,83.6,28313
2024-03-20,C_06,9.6,108,25.2,71.3,16559
2024-03-21,C_06,10.1,97,23.0,79.3,16741
2024-03-22,C_06,10.1,89,26.0,79.6,20830
2024-03-23,C_06,10.9,121,25.4,95.2,22523
2024-03-24,C_06,8.1,118,24.2,89.6,15625
2024-03-25,C_06,7.3,97,20.8,78.3,27055
2024-03-26,C_06,8.4,80,26.5,99.0,16690
2024-03-27,C_06,10.0,118,26.9,79.6,28285
2024-03-28,C_06,8.8,100,21.4,99.9,25973
2024-03-29,C_06,10.3,80,26.8,99.9,23282
2024-03-30,C_06,9.2,94,27.0,75.7,21310
2024-03-31,C_06,10.7,83,24.4,79.4,18006
2024-04-01,C_06,10.8,99,25.2,84.6,19302
2024-04-02,C_06,7.3,89,23.1,89.9,16088
2024-04-03,C_06,8.8,102,22.3,85.8,21007
2024-04-04,C_06,9.4,120,25.8,99.1,19611
